metric,test_type,n_current,n_baseline,n_paired,mean_current,mean_baseline,delta_mean,ci_low,ci_high,p_value,cohens_d,cohens_d_label,condition,difficulty,p_value_adj_bonferroni,p_value_adj_bh,sig_raw_0_05,sig_bh_0_05,sig_bonf_0_05
critical_miss_rate,mannwhitneyu,57,57,57,0.017543859649122806,0.017543859649122806,0.0,-0.05263157894736842,0.05263157894736842,1.0,0.0,negligible,anomaly_direction,anomaly,1.0,1.0,False,False,False
hit_at_2,mannwhitneyu,57,57,57,0.9824561403508771,0.9824561403508771,0.0,-0.052631578947368474,0.052631578947368474,1.0,0.0,negligible,anomaly_direction,anomaly,1.0,1.0,False,False,False
loss_value,wilcoxon,57,57,57,1005.2631578947369,1215.7894736842106,-210.52631578947376,-692.9824561403509,61.40350877192982,0.5929800980174267,-0.04231582304120141,negligible,anomaly_direction,anomaly,1.0,1.0,False,False,False
critical_miss_rate,wilcoxon,375,375,375,0.016,0.010666666666666666,0.005333333333333334,-0.005333333333333333,0.016,0.31731050786291415,0.046449571004214596,negligible,anomaly_direction,normal,1.0,0.9654365759953184,False,False,False
hit_at_2,wilcoxon,375,375,375,0.992,0.9946666666666667,-0.002666666666666706,-0.010666666666666666,0.005333333333333333,0.5637028616507731,-0.032729948861136206,negligible,anomaly_direction,normal,1.0,1.0,False,False,False
loss_value,wilcoxon,375,375,375,904.8,861.3333333333334,43.46666666666658,-191.2,309.60666666666657,0.5000344088039534,0.013076102977404414,negligible,anomaly_direction,normal,1.0,1.0,False,False,False
critical_miss_rate,wilcoxon,420,423,417,0.007142857142857143,0.004728132387706856,0.002414724755150287,0.0,0.007194244604316547,0.31731050786291415,0.03141420701107859,negligible,difficulty_failure,hit_day,1.0,0.9654365759953184,False,False,False
hit_at_2,mannwhitneyu,420,423,417,1.0,1.0,0.0,0.0,0.0,1.0,,na,difficulty_failure,hit_day,1.0,1.0,False,False,False
loss_value,wilcoxon,420,423,417,859.047619047619,813.4751773049645,45.57244174265452,-192.8117505995204,237.90167865707417,0.2429611352660761,0.013132301165864843,negligible,difficulty_failure,hit_day,1.0,0.9654365759953184,False,False,False
critical_miss_rate,mannwhitneyu,12,9,6,0.3333333333333333,0.3333333333333333,0.0,-0.41666666666666663,0.3888888888888889,1.0,0.0,negligible,difficulty_failure,miss_day,1.0,1.0,False,False,False
hit_at_2,mannwhitneyu,12,9,6,0.6666666666666666,0.6666666666666666,0.0,-0.38888888888888884,0.4166666666666667,1.0,0.0,negligible,difficulty_failure,miss_day,1.0,1.0,False,False,False
