month,expert,precision,recall,f1,hit_at_2,hit_at_3,n_days
2026-01,2F_N,0.8548387096774194,0.8548387096774194,0.8548387096774194,1.0,1.0,31
2026-01,3F_A,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.9354838709677419,0.967741935483871,31
2026-01,3F_N,0.8709677419354839,0.8709677419354839,0.8709677419354839,1.0,1.0,31
2026-02,2F_N,0.8928571428571429,0.8928571428571429,0.8928571428571429,1.0,1.0,28
2026-02,3F_A,0.875,0.875,0.875,1.0,1.0,28
2026-02,3F_N,0.8928571428571429,0.8928571428571429,0.8928571428571429,1.0,1.0,28
2026-03,2F_N,0.7580645161290323,0.7580645161290323,0.7580645161290323,0.967741935483871,0.967741935483871,31
2026-03,3F_A,0.8548387096774194,0.8548387096774194,0.8548387096774194,1.0,1.0,31
2026-03,3F_N,0.8870967741935484,0.8870967741935484,0.8870967741935484,1.0,1.0,31
2026-04,2F_N,0.8166666666666667,0.8166666666666667,0.8166666666666667,1.0,1.0,30
2026-04,3F_A,0.85,0.85,0.85,1.0,1.0,30
2026-04,3F_N,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,1.0,30
2026-05,2F_N,0.8541666666666666,0.8541666666666666,0.8541666666666666,1.0,1.0,24
2026-05,3F_A,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9583333333333334,1.0,24
2026-05,3F_N,0.8958333333333334,0.8958333333333334,0.8958333333333334,1.0,1.0,24
