segment6,rank_basis,kakuban_group,weekday,n,all_weekday_mean_residual,weekday_mean_residual,weekday_specific_effect,t_stat,p_value,q_value,significant
2F_R_A,rank_from_min,K15+,Thu,2,-441.2337662337662,659.090909090909,1100.3246753246754,0.7859461966604824,0.5759395412404418,1.0,False
2F_R_A,rank_from_min,K15+,Tue,4,-441.2337662337662,-1061.3636363636363,-620.1298701298701,-0.7333376948646627,0.516461439867909,1.0,False
2F_R_A,rank_from_min,K15+,Mon,1,-441.2337662337662,595.4545454545455,1036.6883116883116,,,,False
2F_R_A,rank_from_min,K15+,Sun,1,-441.2337662337662,-786.3636363636364,-345.1298701298702,,,,False
2F_R_A,rank_from_min,K15+,Wed,1,-441.2337662337662,-281.81818181818187,159.4155844155843,,,,False
2F_R_A,rank_from_min,K2,Thu,164,63.23794199900395,255.42392566782812,192.18598366882424,1.6296689671607438,0.10510246590600061,0.7357172613420043,False
2F_R_A,rank_from_min,K2,Fri,176,63.23794199900395,-98.91166125541123,-162.14960325441515,-1.539679983887774,0.1254445927726589,0.8781121494086124,False
2F_R_A,rank_from_min,K2,Mon,163,63.23794199900395,46.661554192229055,-16.57638780677486,-0.1382660993430434,0.890201833215481,1.0,False
2F_R_A,rank_from_min,K2,Sat,198,63.23794199900395,-32.67255892255893,-95.91050092156281,-0.8158016266709974,0.41559888498461184,1.0,False
2F_R_A,rank_from_min,K2,Sun,191,63.23794199900395,-6.357516828721015,-69.59545882772488,-0.5721204651431613,0.5679166548654229,1.0,False
2F_R_A,rank_from_min,K2,Tue,178,63.23794199900395,166.5977795612627,103.35983756225883,0.8198460041525336,0.41340653401165506,1.0,False
2F_R_A,rank_from_min,K2,Wed,173,63.23794199900395,141.8896229011836,78.65168090217972,0.5683189071708474,0.5705596585061945,1.0,False
2F_R_A,rank_from_min,K3-4,Sat,308,66.5565320429393,-133.64546438410073,-200.20199642704006,-2.2540163987957365,0.02490011526607435,0.17430080686252045,False
2F_R_A,rank_from_min,K3-4,Fri,270,66.5565320429393,201.82090748757415,135.26437544463482,1.4717026924699612,0.1422700878739939,0.9958906151179573,False
2F_R_A,rank_from_min,K3-4,Mon,251,66.5565320429393,118.98169227850504,52.425160235565684,0.5736230657306846,0.5667385623186335,1.0,False
2F_R_A,rank_from_min,K3-4,Sun,285,66.5565320429393,85.47619047619047,18.919658433251147,0.19672803143345693,0.8441810804086137,1.0,False
2F_R_A,rank_from_min,K3-4,Thu,239,66.5565320429393,86.95923671865093,20.40270467571161,0.2267584173276615,0.8208062426329616,1.0,False
2F_R_A,rank_from_min,K3-4,Tue,268,66.5565320429393,120.55929766750661,54.002765624567296,0.516135427134872,0.606186993953991,1.0,False
2F_R_A,rank_from_min,K3-4,Wed,255,66.5565320429393,16.52134793311264,-50.03518410982674,-0.5223629630868043,0.6018729175646355,1.0,False
2F_R_A,rank_from_min,K5-9,Sat,694,36.6954177328248,-95.14998690070736,-131.84540463353213,-2.1802374929856954,0.029575601298613023,0.20702920909029116,False
2F_R_A,rank_from_min,K5-9,Thu,561,36.6954177328248,128.48513785679563,91.78972012397082,1.5611014967129007,0.1190647233562776,0.8334530634939432,False
2F_R_A,rank_from_min,K5-9,Mon,571,36.6954177328248,131.914106034071,95.21868830124622,1.5166557878410347,0.12990798490401406,0.9093558943280984,False
2F_R_A,rank_from_min,K5-9,Fri,617,36.6954177328248,9.337809678166243,-27.357608054658556,-0.460212364253132,0.6455261987488343,1.0,False
2F_R_A,rank_from_min,K5-9,Sun,656,36.6954177328248,-5.9657111181501445,-42.66112885097492,-0.6734100662186717,0.5009239844492706,1.0,False
2F_R_A,rank_from_min,K5-9,Tue,613,36.6954177328248,102.97737336073389,66.2819556279091,1.0091926110838572,0.3132811001872925,1.0,False
2F_R_A,rank_from_min,K5-9,Wed,592,36.6954177328248,19.586148648648646,-17.109269084176113,-0.26770868016537924,0.7890169697042857,1.0,False
2F_R_N,rank_from_min,K1,Fri,935,-112.96138496380459,-213.94644588573493,-100.98506092193041,-1.0473325254186878,0.2952171885689256,1.0,False
2F_R_N,rank_from_min,K1,Mon,931,-112.96138496380459,-124.46143559865362,-11.500050634849114,-0.1190922546040318,0.9052279862434834,1.0,False
2F_R_N,rank_from_min,K1,Sat,1121,-112.96138496380459,-148.25097915937238,-35.28959419556786,-0.3747486273864048,0.7079183691125084,1.0,False
2F_R_N,rank_from_min,K1,Sun,1064,-112.96138496380459,-43.53293057807102,69.42845438573354,0.7670517581832962,0.4432210673098099,1.0,False
2F_R_N,rank_from_min,K1,Thu,854,-112.96138496380459,-106.34764242354818,6.613742540256342,0.06828070764300546,0.945578183298978,1.0,False
2F_R_N,rank_from_min,K1,Tue,941,-112.96138496380459,-91.29268855272167,21.668696411082877,0.2330218384446506,0.815795177493031,1.0,False
2F_R_N,rank_from_min,K1,Wed,955,-112.96138496380459,-66.07451661024189,46.88686835356263,0.47630978411988323,0.633962761261685,1.0,False
2F_R_N,rank_from_min,K10-14,Thu,2669,116.1682972855439,231.12273257968386,114.95443529413994,2.0184765528872237,0.043641530016722455,0.3054907101170572,False
2F_R_N,rank_from_min,K10-14,Fri,2961,116.1682972855439,128.0571663852104,11.888869099666483,0.21461787783997763,0.8300800381590863,1.0,False
2F_R_N,rank_from_min,K10-14,Mon,2966,116.1682972855439,118.37326856601678,2.204971280472875,0.04010187180484359,0.9680146094356947,1.0,False
2F_R_N,rank_from_min,K10-14,Sat,3837,116.1682972855439,64.68207777341752,-51.4862195121264,-0.9890367949766353,0.3227075191153293,1.0,False
2F_R_N,rank_from_min,K10-14,Sun,3573,116.1682972855439,57.88407025219887,-58.28422703334501,-1.1549930275829337,0.2481705393877831,1.0,False
2F_R_N,rank_from_min,K10-14,Tue,3024,116.1682972855439,111.2479586985014,-4.920338587042484,-0.09083942046367954,0.9276262048428595,1.0,False
2F_R_N,rank_from_min,K10-14,Wed,3005,116.1682972855439,140.16996028831693,24.001663002773054,0.42966503830034997,0.6674701350550379,1.0,False
2F_R_N,rank_from_min,K15+,Fri,1137,72.92059149872664,52.99846791679013,-19.922123581936518,-0.22012321793740577,0.825814742886605,1.0,False
2F_R_N,rank_from_min,K15+,Mon,1129,72.92059149872664,48.287106331380315,-24.633485167346368,-0.2675775542225534,0.7890734266457357,1.0,False
2F_R_N,rank_from_min,K15+,Sat,1454,72.92059149872664,-33.02975748258541,-105.95034898131202,-1.2545181232256006,0.20985550454727703,1.0,False
2F_R_N,rank_from_min,K15+,Sun,1356,72.92059149872664,176.8094219787674,103.88883048004074,1.1554295861707107,0.2481182530124598,1.0,False
2F_R_N,rank_from_min,K15+,Thu,1043,72.92059149872664,126.44347855066368,53.52288705193704,0.5771058726566388,0.5639925965288312,1.0,False
2F_R_N,rank_from_min,K15+,Tue,1143,72.92059149872664,29.493697980265868,-43.426893518460794,-0.4802899672187346,0.6311132059858289,1.0,False
2F_R_N,rank_from_min,K15+,Wed,1177,72.92059149872664,121.73433886569225,48.81374736696563,0.5168959514030977,0.6053259878601243,1.0,False
2F_R_N,rank_from_min,K2,Wed,863,144.33894040407276,312.7415779507491,168.40263754667637,1.5424970346068492,0.12331986797703504,0.8632390758392452,False
2F_R_N,rank_from_min,K2,Fri,866,144.33894040407276,275.21089100298786,130.87195059891513,1.239408714663439,0.215530337841603,1.0,False
2F_R_N,rank_from_min,K2,Mon,866,144.33894040407276,152.84190331925018,8.502962915177461,0.08516037148563729,0.9321536012124984,1.0,False
2F_R_N,rank_from_min,K2,Sat,1095,144.33894040407276,51.30243650610292,-93.03650389796984,-1.0058094230289691,0.31472966353201076,1.0,False
2F_R_N,rank_from_min,K2,Sun,1012,144.33894040407276,63.58269164862109,-80.7562487554517,-0.8007567739959001,0.4234606014066778,1.0,False
2F_R_N,rank_from_min,K2,Thu,767,144.33894040407276,111.66186850192524,-32.67707190214746,-0.3198530841854387,0.7491669234434206,1.0,False
2F_R_N,rank_from_min,K2,Tue,869,144.33894040407276,78.32450812761181,-66.01443227646095,-0.6612611243039888,0.5086203482736945,1.0,False
2F_R_N,rank_from_min,K3-4,Thu,1477,154.34377711054657,295.24483741507515,140.90106030452864,1.7667485560369556,0.07747699161824738,0.5423389413277316,False
2F_R_N,rank_from_min,K3-4,Fri,1641,154.34377711054657,221.6248455684148,67.28106845786824,0.9100762316207446,0.3629160404439173,1.0,False
2F_R_N,rank_from_min,K3-4,Mon,1661,154.34377711054657,57.496609729274304,-96.84716738127219,-1.3814256731089187,0.1673340210536057,1.0,False
2F_R_N,rank_from_min,K3-4,Sat,2147,154.34377711054657,92.54134320766286,-61.802433902883664,-0.8911685443854597,0.37293865923180697,1.0,False
2F_R_N,rank_from_min,K3-4,Sun,1990,154.34377711054657,104.4515315661118,-49.892245544434694,-0.7060119339087301,0.4802633999583517,1.0,False
2F_R_N,rank_from_min,K3-4,Tue,1664,154.34377711054657,213.13105220963678,58.78727509909026,0.7916311350107531,0.42868868252573245,1.0,False
2F_R_N,rank_from_min,K3-4,Wed,1656,154.34377711054657,140.15139430207634,-14.192382808470214,-0.1946726939407041,0.8456730834167854,1.0,False
2F_R_N,rank_from_min,K5-9,Sat,5038,168.618426055164,88.49492686814334,-80.12349918702058,-1.8200815181591765,0.06880591365057143,0.481641395554,False
2F_R_N,rank_from_min,K5-9,Thu,3478,168.618426055164,261.35103812747747,92.73261207231349,1.8098818439651427,0.07040041809411934,0.4928029266588354,False
2F_R_N,rank_from_min,K5-9,Fri,3908,168.618426055164,149.23012162709014,-19.388304428073813,-0.4111061844626449,0.6810172225414182,1.0,False
2F_R_N,rank_from_min,K5-9,Mon,3913,168.618426055164,214.24244576380744,45.62401970864347,0.9592004179070184,0.3375170675111967,1.0,False
2F_R_N,rank_from_min,K5-9,Sun,4669,168.618426055164,124.6855811604687,-43.93284489469526,-0.9763995701229975,0.32891709051030543,1.0,False
2F_R_N,rank_from_min,K5-9,Tue,4029,168.618426055164,200.81489181057754,32.19646575541354,0.6762081988563733,0.4989472913396772,1.0,False
2F_R_N,rank_from_min,K5-9,Wed,3926,168.618426055164,182.31780480872135,13.699378753557356,0.2791148346459797,0.7801714042090561,1.0,False
3F_L_A,rank_from_min,K1,Wed,588,-101.23252926611507,28.05895210231944,129.2914813684345,2.759576295226838,0.005968288901783786,0.0417780223124865,True
3F_L_A,rank_from_min,K1,Fri,548,-101.23252926611507,-109.61148644542807,-8.37895717931299,-0.16485481613255004,0.8691191599511964,1.0,False
3F_L_A,rank_from_min,K1,Mon,534,-101.23252926611507,-63.16746533740915,38.06506392870592,0.7037441615598394,0.4818994285906313,1.0,False
3F_L_A,rank_from_min,K1,Sat,642,-101.23252926611507,-170.41222666222666,-69.17969739611159,-1.3333511739232122,0.18289022617559478,1.0,False
3F_L_A,rank_from_min,K1,Sun,610,-101.23252926611507,-107.2343476195935,-6.00181835347846,-0.11755951733774758,0.9064554435157138,1.0,False
3F_L_A,rank_from_min,K1,Thu,535,-101.23252926611507,-156.83928454722846,-55.60675528111341,-1.0949656115865771,0.27402532139698227,1.0,False
3F_L_A,rank_from_min,K1,Tue,570,-101.23252926611507,-125.67880584327953,-24.446276577164458,-0.46133890379417497,0.6447317800668085,1.0,False
3F_L_A,rank_from_min,K10-14,Fri,2057,115.07058658005418,207.57739748502996,92.5068109049758,3.1990877461318687,0.0013996215474781843,0.00979735083234729,True
3F_L_A,rank_from_min,K10-14,Thu,1972,115.07058658005418,201.74499372331522,86.67440714326105,3.0777967368625423,0.0021140878097054695,0.014798614667938286,True
3F_L_A,rank_from_min,K10-14,Sat,2640,115.07058658005418,39.3666609589905,-75.70392562106368,-2.9084334810849453,0.0036627846241631887,0.02563949236914232,True
3F_L_A,rank_from_min,K10-14,Sun,2427,115.07058658005418,46.54308677176414,-68.52749980829002,-2.631593137742659,0.00855238421607905,0.05986668951255335,False
3F_L_A,rank_from_min,K10-14,Mon,2074,115.07058658005418,123.16105623723755,8.090469657183364,0.3055685744601775,0.7599638305034915,1.0,False
3F_L_A,rank_from_min,K10-14,Tue,2103,115.07058658005418,88.27368601441354,-26.796900565640613,-0.9538855484053451,0.3402512580607122,1.0,False
3F_L_A,rank_from_min,K10-14,Wed,2148,115.07058658005418,135.80634662513154,20.735760045077367,0.7691388539922582,0.441895486623082,1.0,False
3F_L_A,rank_from_min,K15+,Wed,644,16.580169222101496,113.26257528703181,96.68240606493032,2.027233360266113,0.04305057972653085,0.3013540580857159,False
3F_L_A,rank_from_min,K15+,Sat,774,16.580169222101496,-59.6632017852948,-76.2433710073963,-1.5961640573464984,0.11086088320032195,0.7760261824022536,False
3F_L_A,rank_from_min,K15+,Fri,597,16.580169222101496,5.219722349119342,-11.360446872982136,-0.2275219201695219,0.8200959525320023,1.0,False
3F_L_A,rank_from_min,K15+,Mon,587,16.580169222101496,3.033077796706419,-13.547091425395077,-0.28060681777182905,0.7791110239865426,1.0,False
3F_L_A,rank_from_min,K15+,Sun,709,16.580169222101496,71.16991494636065,54.589745724259174,1.1275927081934898,0.2598739529587973,1.0,False
3F_L_A,rank_from_min,K15+,Thu,574,16.580169222101496,-6.876583782071589,-23.45675300417307,-0.45404625217204025,0.6499674665277997,1.0,False
3F_L_A,rank_from_min,K15+,Tue,633,16.580169222101496,-5.152412753123664,-21.73258197522515,-0.43016836320542823,0.6672198141501249,1.0,False
3F_L_A,rank_from_min,K2,Tue,502,92.16600532270945,-18.795721211059867,-110.96172653376935,-2.068268687842591,0.03912734019800616,0.2738913813860431,False
3F_L_A,rank_from_min,K2,Thu,461,92.16600532270945,188.00266255797706,95.8366572352676,1.6821578338838115,0.09321688239666658,0.652518176776666,False
3F_L_A,rank_from_min,K2,Fri,493,92.16600532270945,141.18371233229246,49.017707009583006,0.8558886947506638,0.39247597865077155,1.0,False
3F_L_A,rank_from_min,K2,Mon,488,92.16600532270945,146.12211900121736,53.95611367850788,1.0357638533333366,0.30082635136252645,1.0,False
3F_L_A,rank_from_min,K2,Sat,623,92.16600532270945,14.509602222282796,-77.65640310042667,-1.4041211077181008,0.1607818952651916,1.0,False
3F_L_A,rank_from_min,K2,Sun,576,92.16600532270945,118.22111771330522,26.055112390595735,0.5061376188035819,0.6129540362405282,1.0,False
3F_L_A,rank_from_min,K2,Wed,504,92.16600532270945,81.05086464461463,-11.115140678094836,-0.21074676903449766,0.8331702249572277,1.0,False
3F_L_A,rank_from_min,K3-4,Thu,902,143.65399093659963,232.21732812641903,88.56333718981938,2.159967901793269,0.031038296782298205,0.21726807747608745,False
3F_L_A,rank_from_min,K3-4,Sat,1244,143.65399093659963,65.85715998899278,-77.79683094760686,-2.025943002960186,0.04298388285311004,0.3008871799717703,False
3F_L_A,rank_from_min,K3-4,Sun,1119,143.65399093659963,73.96833394487551,-69.68565699172414,-1.775885919036671,0.07602366988543449,0.5321656891980414,False
3F_L_A,rank_from_min,K3-4,Fri,952,143.65399093659963,189.4803926815481,45.82640174494849,1.0888772646052405,0.2764838668743043,1.0,False
3F_L_A,rank_from_min,K3-4,Mon,962,143.65399093659963,180.82241909164986,37.16842815505021,0.9840291436776765,0.3253488576924083,1.0,False
3F_L_A,rank_from_min,K3-4,Tue,968,143.65399093659963,121.55021416255919,-22.103776774040455,-0.5389660438320026,0.5900343407945027,1.0,False
3F_L_A,rank_from_min,K3-4,Wed,1006,143.65399093659963,180.32105982155682,36.667068884957196,0.9309999726520121,0.3520771593587644,1.0,False
3F_L_A,rank_from_min,K5-9,Sun,3021,178.59556642448618,70.55608561690985,-108.03948080757633,-4.630162074936876,3.808027330784937e-06,2.6656191315494558e-05,True
3F_L_A,rank_from_min,K5-9,Thu,2402,178.59556642448618,294.24359275889253,115.64802633440634,4.401416293986826,1.122508962047687e-05,7.85756273433381e-05,True
3F_L_A,rank_from_min,K5-9,Tue,2642,178.59556642448618,282.79775517190353,104.20218874741737,3.9993702082312197,6.52544777117422e-05,0.00045678134398219545,True
3F_L_A,rank_from_min,K5-9,Fri,2483,178.59556642448618,252.25809933119638,73.66253290671023,2.819565200685107,0.00484703557927209,0.03392924905490463,True
3F_L_A,rank_from_min,K5-9,Sat,3333,178.59556642448618,120.31724438677634,-58.27832203770984,-2.475286130106996,0.013362325678706844,0.0935362797509479,False
3F_L_A,rank_from_min,K5-9,Mon,2525,178.59556642448618,136.64237940277545,-41.95318702171074,-1.7131449678177555,0.08680867708762906,0.6076607396134034,False
3F_L_A,rank_from_min,K5-9,Wed,2664,178.59556642448618,137.51745267370268,-41.078113750783494,-1.6937000461868479,0.09043924059829915,0.6330746841880941,False
3F_L_N,rank_from_min,K1,Wed,529,-65.76089634571778,275.44896030245746,341.2098566481752,2.249720903206935,0.024877741958600794,0.17414419371020556,False
3F_L_N,rank_from_min,K1,Fri,501,-65.76089634571778,-151.8778712416437,-86.11697489592595,-0.5570703929452095,0.5777286058289302,1.0,False
3F_L_N,rank_from_min,K1,Mon,504,-65.76089634571778,-87.14364449483496,-21.3827481491172,-0.13975620858150917,0.8889085554818429,1.0,False
3F_L_N,rank_from_min,K1,Sat,588,-65.76089634571778,-73.48605712126124,-7.725160775543428,-0.05251405706611272,0.9581369606459703,1.0,False
3F_L_N,rank_from_min,K1,Sun,561,-65.76089634571778,-147.89282884871122,-82.13193250299351,-0.5564121083197117,0.5781514283429967,1.0,False
3F_L_N,rank_from_min,K1,Thu,461,-65.76089634571778,-198.00825500120513,-132.24735865548737,-0.8977716665073547,0.36977693495935643,1.0,False
3F_L_N,rank_from_min,K1,Tue,496,-65.76089634571778,-95.99086341525857,-30.229967069540812,-0.20381459211564895,0.8385821524017025,1.0,False
3F_L_N,rank_from_min,K10-14,Sat,2788,90.03246225673254,-25.97758818974744,-116.01005044648002,-1.754449035748274,0.07946348229959788,0.5562443760971851,False
3F_L_N,rank_from_min,K10-14,Fri,2258,90.03246225673254,106.10575098064028,16.073288723907694,0.2390604989889512,0.8110803759230978,1.0,False
3F_L_N,rank_from_min,K10-14,Mon,2212,90.03246225673254,69.94601954705934,-20.086442709673268,-0.277173817797013,0.7816725534645054,1.0,False
3F_L_N,rank_from_min,K10-14,Sun,2637,90.03246225673254,134.84915518476382,44.81669292803128,0.6361210144218317,0.5247527757304409,1.0,False
3F_L_N,rank_from_min,K10-14,Thu,1972,90.03246225673254,151.36031424063876,61.327851983906186,0.8403545623767374,0.40081154413537284,1.0,False
3F_L_N,rank_from_min,K10-14,Tue,2239,90.03246225673254,116.62696640365242,26.59450414691985,0.35980888712881487,0.7190240055313919,1.0,False
3F_L_N,rank_from_min,K10-14,Wed,2305,90.03246225673254,104.30947216196674,14.27700990523418,0.20681695714719536,0.8361710877285634,1.0,False
3F_L_N,rank_from_min,K15+,Fri,721,13.924082331653082,5.16624287255354,-8.75783945909954,-0.07743277246807008,0.9383007828720225,1.0,False
3F_L_N,rank_from_min,K15+,Mon,687,13.924082331653082,-51.772804463852516,-65.69688679550562,-0.5635201395053103,0.5732649010317867,1.0,False
3F_L_N,rank_from_min,K15+,Sat,830,13.924082331653082,16.67804551539488,2.753963183741766,0.026122938342481077,0.9791655679581358,1.0,False
3F_L_N,rank_from_min,K15+,Sun,796,13.924082331653082,-96.85196817420436,-110.77605050585754,-1.004159420247096,0.31560731090497324,1.0,False
3F_L_N,rank_from_min,K15+,Thu,665,13.924082331653082,83.87656641604012,69.95248408438697,0.6354886868850051,0.5253286849509431,1.0,False
3F_L_N,rank_from_min,K15+,Tue,712,13.924082331653082,-4.380071785268423,-18.304154116921534,-0.16796370794768242,0.8666595946693378,1.0,False
3F_L_N,rank_from_min,K15+,Wed,747,13.924082331653082,152.95255094451878,139.02846861286568,1.276139686594257,0.202303305878031,1.0,False
3F_L_N,rank_from_min,K2,Fri,468,127.60028690114058,228.32850020350023,100.72821330235962,0.6288623731517071,0.5297466295591732,1.0,False
3F_L_N,rank_from_min,K2,Mon,461,127.60028690114058,65.85601521881347,-61.744271682327096,-0.3860541591457174,0.6996350463863165,1.0,False
3F_L_N,rank_from_min,K2,Sat,577,127.60028690114058,48.50781271491847,-79.09247418622219,-0.5532580218064734,0.5803014104174645,1.0,False
3F_L_N,rank_from_min,K2,Sun,551,127.60028690114058,91.45359807564886,-36.14668882549172,-0.22024201176482494,0.8257644038058858,1.0,False
3F_L_N,rank_from_min,K2,Thu,399,127.60028690114058,227.93004336237414,100.32975646123357,0.6144670065982817,0.5392578696263869,1.0,False
3F_L_N,rank_from_min,K2,Tue,470,127.60028690114058,149.09338061465724,21.49309371351664,0.12405381540302951,0.9013258140580327,1.0,False
3F_L_N,rank_from_min,K2,Wed,471,127.60028690114058,120.68555589256225,-6.914731008578377,-0.04617125042374191,0.9631933678687565,1.0,False
3F_L_N,rank_from_min,K3-4,Sat,1148,68.07705518257274,-92.95742077318731,-161.03447595576003,-1.6052936870406016,0.10870445597481206,0.7609311918236844,False
3F_L_N,rank_from_min,K3-4,Fri,913,68.07705518257274,103.22323927745617,35.14618409488342,0.31901678130830996,0.7497868385361712,1.0,False
3F_L_N,rank_from_min,K3-4,Mon,893,68.07705518257274,15.53018183757264,-52.54687334500006,-0.44075996735242434,0.6594935759703245,1.0,False
3F_L_N,rank_from_min,K3-4,Sun,1070,68.07705518257274,137.33136774959206,69.25431256701933,0.6428812310481826,0.5204390319594602,1.0,False
3F_L_N,rank_from_min,K3-4,Thu,815,68.07705518257274,182.87486610186,114.79781091928727,0.9956469897925968,0.31971756884509733,1.0,False
3F_L_N,rank_from_min,K3-4,Tue,932,68.07705518257274,24.170477382655484,-43.906577799917244,-0.3870212858395726,0.6988288982644014,1.0,False
3F_L_N,rank_from_min,K3-4,Wed,953,68.07705518257274,144.6374648145372,76.56040963196443,0.6933919098338953,0.48823277056952413,1.0,False
3F_L_N,rank_from_min,K5-9,Fri,2505,85.28127252216964,-10.49534264803727,-95.7766151702069,-1.5118957079288142,0.13068658401621847,0.9148060881135293,False
3F_L_N,rank_from_min,K5-9,Mon,2405,85.28127252216964,129.6974061974062,44.41613367523652,0.6246044816700406,0.5322899508087134,1.0,False
3F_L_N,rank_from_min,K5-9,Sat,3083,85.28127252216964,46.945641485051155,-38.33563103711853,-0.5804113176635624,0.5616797073229929,1.0,False
3F_L_N,rank_from_min,K5-9,Sun,2935,85.28127252216964,50.38795597739379,-34.893316544775836,-0.5307793958038504,0.5956118322835594,1.0,False
3F_L_N,rank_from_min,K5-9,Thu,2234,85.28127252216964,123.14950405706897,37.8682315348993,0.5239046379419606,0.600396861559908,1.0,False
3F_L_N,rank_from_min,K5-9,Tue,2513,85.28127252216964,126.56831302623188,41.28704050406219,0.5882596100257415,0.5564109347501576,1.0,False
3F_L_N,rank_from_min,K5-9,Wed,2561,85.28127252216964,149.84522879827443,64.56395627610482,0.9271540433410705,0.353933959953229,1.0,False
3F_R_A,rank_from_min,K1,Fri,572,-91.72904692865191,-200.06901679323008,-108.33996986457818,-2.258731103112894,0.024276546376937887,0.1699358246385652,False
3F_R_A,rank_from_min,K1,Wed,609,-91.72904692865191,-10.150798845380125,81.57824808327177,1.5129639174893987,0.13080843333692976,0.9156590333585084,False
3F_R_A,rank_from_min,K1,Mon,564,-91.72904692865191,-88.14777568766931,3.581271240982615,0.07302722216368837,0.9418103916845679,1.0,False
3F_R_A,rank_from_min,K1,Sat,656,-91.72904692865191,-157.20658914256472,-65.47754221391286,-1.2786432194636226,0.20147557980900674,1.0,False
3F_R_A,rank_from_min,K1,Sun,619,-91.72904692865191,-81.9043886915454,9.824658237106503,0.18568905098776378,0.8527495438404008,1.0,False
3F_R_A,rank_from_min,K1,Thu,561,-91.72904692865191,-62.11170959165612,29.617337336995785,0.6125106037433712,0.5404486186031492,1.0,False
3F_R_A,rank_from_min,K1,Tue,596,-91.72904692865191,-40.51100884574039,51.21803808291151,0.984713533972485,0.325165046740105,1.0,False
3F_R_A,rank_from_min,K10-14,Sat,2720,90.29151932444752,-57.463142709006675,-147.75466203345422,-5.794783406656672,7.627948244260399e-09,5.339563770982279e-08,True
3F_R_A,rank_from_min,K10-14,Mon,2159,90.29151932444752,169.41165943829213,79.1201401138446,2.855303760643299,0.0043406555152223835,0.030384588606556684,True
3F_R_A,rank_from_min,K10-14,Wed,2246,90.29151932444752,146.9124326993873,56.62091337493975,2.0248797102612963,0.04299786234422711,0.3009850364095898,False
3F_R_A,rank_from_min,K10-14,Sun,2528,90.29151932444752,38.28865342858618,-52.00286589586137,-1.940014368141099,0.05248906858148928,0.36742348007042497,False
3F_R_A,rank_from_min,K10-14,Tue,2234,90.29151932444752,135.08759295017128,44.796073625723736,1.608365863700865,0.10789643724320688,0.7552750607024482,False
3F_R_A,rank_from_min,K10-14,Thu,2081,90.29151932444752,130.41822885587902,40.12670953143148,1.4902238252642246,0.13631701209143016,0.9542190846400112,False
3F_R_A,rank_from_min,K10-14,Fri,2158,90.29151932444752,114.28913783930003,23.99761851485248,0.8720503185747523,0.38327798310946604,1.0,False
3F_R_A,rank_from_min,K15+,Sun,719,18.725424222776713,-52.09624056981499,-70.82166479259168,-1.4775415607727782,0.13996901832472813,0.9797831282730969,False
3F_R_A,rank_from_min,K15+,Fri,629,18.725424222776713,-22.80688442453147,-41.53230864730816,-0.8643064427927876,0.3877495748461476,1.0,False
3F_R_A,rank_from_min,K15+,Mon,619,18.725424222776713,53.547204680080284,34.82178045730358,0.7143104120430525,0.47530496209299083,1.0,False
3F_R_A,rank_from_min,K15+,Sat,769,18.725424222776713,5.326181187689636,-13.399243035087064,-0.29122853922952846,0.7709551718462664,1.0,False
3F_R_A,rank_from_min,K15+,Thu,598,18.725424222776713,12.289513023208663,-6.435911199567996,-0.13391882970083976,0.8935118920324391,1.0,False
3F_R_A,rank_from_min,K15+,Tue,642,18.725424222776713,54.43807231190409,35.7126480891274,0.6912756795100661,0.4896425851635236,1.0,False
3F_R_A,rank_from_min,K15+,Wed,651,18.725424222776713,90.48439463762044,71.75897041484374,1.4271818573766923,0.15400767831257725,1.0,False
3F_R_A,rank_from_min,K2,Thu,500,52.99939443305309,184.80172827172825,131.80233383867517,2.398569706914108,0.01682534498350542,0.11777741488453793,False
3F_R_A,rank_from_min,K2,Fri,510,52.99939443305309,69.96819112260287,16.9687966895498,0.3077138115519981,0.7584259795745998,1.0,False
3F_R_A,rank_from_min,K2,Mon,510,52.99939443305309,88.5235083543907,35.52411392133761,0.6300958915455177,0.5289146020164452,1.0,False
3F_R_A,rank_from_min,K2,Sat,639,52.99939443305309,-15.6924569952739,-68.69185142832698,-1.3088759749245524,0.19104761176733928,1.0,False
3F_R_A,rank_from_min,K2,Sun,597,52.99939443305309,-3.06667996994629,-56.066074402999384,-1.0699035655992843,0.2850958167320174,1.0,False
3F_R_A,rank_from_min,K2,Tue,521,52.99939443305309,21.92034293281894,-31.079051500234147,-0.6033507028245078,0.5465384845458902,1.0,False
3F_R_A,rank_from_min,K2,Wed,514,52.99939443305309,54.721522802748474,1.7221283696953833,0.03285726797807125,0.9738011893383818,1.0,False
3F_R_A,rank_from_min,K3-4,Sat,1282,115.56332420703738,-25.154959445131052,-140.71828365216842,-3.798115420894585,0.00015263122822933793,0.0010684185976053656,True
3F_R_A,rank_from_min,K3-4,Tue,1032,115.56332420703738,210.00805880166345,94.44473459462608,2.2159066283542437,0.026915669866320806,0.18840968906424566,False
3F_R_A,rank_from_min,K3-4,Sun,1182,115.56332420703738,37.54208742470165,-78.02123678233573,-2.0163384865280483,0.04399062853554732,0.30793439974883124,False
3F_R_A,rank_from_min,K3-4,Wed,1035,115.56332420703738,192.5368906455863,76.97356643854891,1.8694257655906232,0.06184607972763171,0.43292255809342195,False
3F_R_A,rank_from_min,K3-4,Mon,992,115.56332420703738,180.58095298518685,65.01762877814947,1.6315980270664379,0.10308190661592072,0.721573346311445,False
3F_R_A,rank_from_min,K3-4,Fri,999,115.56332420703738,169.18689085355754,53.62356664652015,1.3279124143032133,0.18451066682750566,1.0,False
